,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamScored,AwayTeamScored,HomeTeamConceded,AwayTeamConceded,HomeTeamPoints,AwayTeamPoints,HM1,AM1,HM2,AM2,HM3,AM3,HomeGoalDiff,AwayGoalDiff,DiffInGoals,DiffPts,MW
0,2016-08-26,Bayern Munich,Werder Bremen,6,0,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1,2016-08-27,Augsburg,Wolfsburg,0,2,A,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
2,2016-08-27,Dortmund,Mainz,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
3,2016-08-27,Ein Frankfurt,Schalke 04,1,0,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
4,2016-08-27,FC Koln,Darmstadt,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
5,2016-08-27,Hamburg,Ingolstadt,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
6,2016-08-27,M'gladbach,Leverkusen,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
7,2016-08-28,Hertha,Freiburg,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
8,2016-08-28,Hoffenheim,RB Leipzig,2,2,D,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
9,2016-09-09,Schalke 04,Bayern Munich,0,2,A,0,6,1,0,0,3,M,M,M,M,M,M,-1,6,-7,-3,2
10,2016-09-10,Darmstadt,Ein Frankfurt,1,0,H,0,1,2,0,0,3,M,M,M,M,M,M,-2,1,-3,-3,2
11,2016-09-10,Freiburg,M'gladbach,3,1,H,1,2,2,1,0,3,M,M,M,M,M,M,-1,1,-2,-3,2
12,2016-09-10,Ingolstadt,Hertha,0,2,A,1,2,1,1,1,3,M,M,M,M,M,M,0,1,-1,-2,2
13,2016-09-10,Leverkusen,Hamburg,3,1,H,1,1,2,1,0,1,M,M,M,M,M,M,-1,0,-1,-1,2
14,2016-09-10,RB Leipzig,Dortmund,1,0,H,2,2,2,1,1,3,M,M,M,M,M,M,0,1,-1,-2,2
15,2016-09-10,Wolfsburg,FC Koln,0,0,D,2,2,0,0,3,3,M,M,M,M,M,M,2,2,0,0,2
16,2016-09-11,Mainz,Hoffenheim,4,4,D,1,2,2,2,0,1,M,M,M,M,M,M,-1,0,-1,-1,2
17,2016-09-11,Werder Bremen,Augsburg,1,2,A,0,0,6,2,0,0,M,M,M,M,M,M,-6,-2,-4,0,2
18,2016-09-16,FC Koln,Freiburg,3,0,H,5,1,0,5,6,0,D,W,M,M,M,M,5,-4,9,6,3
19,2016-09-17,Bayern Munich,Ingolstadt,3,1,H,9,2,1,4,6,1,W,L,M,M,M,M,8,-2,10,5,3
20,2016-09-17,Dortmund,Darmstadt,6,0,H,8,0,1,8,6,0,L,W,M,M,M,M,7,-8,15,6,3
21,2016-09-17,Ein Frankfurt,Leverkusen,2,1,H,3,2,1,4,6,0,L,W,M,M,M,M,2,-2,4,6,3
22,2016-09-17,Hamburg,RB Leipzig,0,4,A,1,6,5,2,1,4,L,W,M,M,M,M,-4,4,-8,-3,3
23,2016-09-17,Hoffenheim,Wolfsburg,0,0,D,2,2,2,0,2,4,D,D,M,M,M,M,0,2,-2,-2,3
24,2016-09-17,M'gladbach,Werder Bremen,4,1,H,6,1,2,10,6,0,L,L,M,M,M,M,4,-9,13,6,3
25,2016-09-18,Augsburg,Mainz,1,3,A,1,4,5,3,0,3,W,D,M,M,M,M,-4,1,-5,-3,3
26,2016-09-18,Hertha,Schalke 04,2,0,H,4,0,1,3,6,0,W,L,M,M,M,M,3,-3,6,6,3
27,2016-09-20,Darmstadt,Hoffenheim,1,1,D,1,3,9,3,1,3,L,D,W,D,M,M,-8,0,-8,-2,4
28,2016-09-20,Freiburg,Hamburg,1,0,H,2,1,5,6,3,1,L,L,W,L,M,M,-3,-5,2,2,4
29,2016-09-20,Ingolstadt,Ein Frankfurt,0,2,A,2,5,6,1,1,9,L,W,L,L,M,M,-4,4,-8,-8,4
30,2016-09-20,Wolfsburg,Dortmund,1,5,A,3,13,5,2,4,9,D,W,D,L,M,M,-2,11,-13,-5,4
31,2016-09-21,Bayern Munich,Hertha,3,0,H,12,4,1,4,9,6,W,W,W,W,M,M,11,0,11,3,4
32,2016-09-21,Leverkusen,Augsburg,0,0,D,2,1,4,5,1,1,L,L,W,W,M,M,-2,-4,2,0,4
33,2016-09-21,RB Leipzig,M'gladbach,1,1,D,7,7,3,3,5,7,W,W,W,L,M,M,4,4,0,-2,4
34,2016-09-21,Schalke 04,FC Koln,1,3,A,1,8,6,1,0,9,L,W,L,D,M,M,-5,7,-12,-9,4
35,2016-09-21,Werder Bremen,Mainz,1,2,A,2,6,12,4,0,6,L,W,L,D,M,M,-10,2,-12,-6,4
36,2016-09-23,Dortmund,Freiburg,3,1,H,16,3,3,8,12,3,W,W,W,L,L,W,13,-5,18,9,5
37,2016-09-24,Augsburg,Darmstadt,1,0,H,2,1,5,10,4,1,D,D,L,L,W,W,-3,-9,6,3,5
38,2016-09-24,Ein Frankfurt,Hertha,3,3,D,8,7,4,7,10,7,W,L,W,W,L,W,4,0,4,3,5
39,2016-09-24,Hamburg,Bayern Munich,0,1,A,1,13,7,1,1,12,L,W,L,W,L,W,-6,12,-18,-11,5
40,2016-09-24,Mainz,Leverkusen,2,3,A,8,5,7,6,6,4,W,D,W,L,D,W,1,-1,2,2,5
41,2016-09-24,M'gladbach,Ingolstadt,2,0,H,9,2,3,8,10,1,D,L,W,L,L,L,6,-6,12,9,5
42,2016-09-24,Werder Bremen,Wolfsburg,2,1,H,4,4,13,7,3,4,L,L,L,D,L,D,-9,-3,-6,-1,5
43,2016-09-25,FC Koln,RB Leipzig,1,1,D,9,8,2,4,10,6,W,D,W,W,D,W,7,4,3,4,5
44,2016-09-25,Hoffenheim,Schalke 04,2,1,H,5,2,4,8,6,0,D,L,D,L,D,L,1,-6,7,6,5
45,2016-09-30,RB Leipzig,Augsburg,2,1,H,10,3,5,7,9,4,D,W,D,D,W,L,5,-4,9,5,6
46,2016-10-01,Bayern Munich,FC Koln,1,1,D,14,10,2,3,13,11,W,D,W,W,W,W,12,7,5,2,6
47,2016-10-01,Darmstadt,Werder Bremen,2,2,D,3,6,12,15,2,4,L,W,D,L,L,L,-9,-9,0,-2,6
48,2016-10-01,Freiburg,Ein Frankfurt,1,0,H,4,8,8,5,6,10,L,D,W,W,L,W,-4,3,-7,-4,6
49,2016-10-01,Hertha,Hamburg,2,0,H,9,1,7,9,10,1,D,L,L,L,W,L,2,-8,10,9,6
50,2016-10-01,Ingolstadt,Hoffenheim,1,2,A,3,7,10,5,1,9,L,W,L,D,L,D,-7,2,-9,-8,6
51,2016-10-01,Leverkusen,Dortmund,2,0,H,7,16,6,5,7,12,W,W,D,W,L,W,1,11,-10,-5,6
52,2016-10-02,Schalke 04,M'gladbach,4,0,H,6,9,8,7,3,10,L,W,L,D,L,W,-2,2,-4,-7,6
53,2016-10-02,Wolfsburg,Mainz,0,0,D,4,8,7,7,5,7,L,L,L,W,D,W,-3,1,-4,-2,6
54,2016-10-14,Dortmund,Hertha,1,1,D,17,10,6,8,13,11,L,W,W,D,W,L,11,2,9,2,7
55,2016-10-15,Augsburg,Schalke 04,1,1,D,4,7,8,9,5,4,L,W,W,L,D,L,-4,-2,-2,1,7
56,2016-10-15,Ein Frankfurt,Bayern Munich,2,2,D,10,16,7,4,11,14,L,D,D,W,W,W,3,12,-9,-3,7
57,2016-10-15,FC Koln,Ingolstadt,2,1,H,12,4,4,12,14,1,D,L,D,L,W,L,8,-8,16,13,7
58,2016-10-15,Hoffenheim,Freiburg,2,1,H,9,5,6,10,12,6,W,W,W,L,D,W,3,-5,8,6,7
59,2016-10-15,M'gladbach,Hamburg,0,0,D,9,1,7,9,11,2,L,L,W,L,D,L,2,-8,10,9,7
60,2016-10-15,Werder Bremen,Leverkusen,2,1,H,8,8,16,8,7,7,D,W,W,W,L,D,-8,0,-8,0,7
61,2016-10-16,Mainz,Darmstadt,2,1,H,10,4,8,14,10,2,D,D,L,L,W,D,2,-10,12,8,7
62,2016-10-16,Wolfsburg,RB Leipzig,0,1,A,4,11,8,5,5,12,D,W,L,D,L,D,-4,6,-10,-7,7
63,2016-10-21,Hamburg,Ein Frankfurt,0,3,A,1,13,12,7,2,14,D,D,L,L,L,D,-11,6,-17,-12,8
64,2016-10-22,Bayern Munich,M'gladbach,2,0,H,18,9,4,9,17,11,D,D,D,L,W,W,14,0,14,6,8
65,2016-10-22,Darmstadt,Wolfsburg,3,1,H,7,5,15,11,5,5,L,L,D,D,L,L,-8,-6,-2,0,8
66,2016-10-22,Freiburg,Augsburg,2,1,H,7,5,11,10,9,5,L,D,W,L,L,W,-4,-5,1,4,8
67,2016-10-22,Hertha,FC Koln,2,1,H,12,13,9,6,14,14,D,W,W,D,D,D,3,7,-4,0,8
68,2016-10-22,Ingolstadt,Dortmund,3,3,D,7,20,15,9,2,14,L,D,L,L,L,W,-8,11,-19,-12,8
69,2016-10-22,Leverkusen,Hoffenheim,0,3,A,8,12,11,6,7,15,L,W,W,W,W,W,-3,6,-9,-8,8
70,2016-10-23,RB Leipzig,Werder Bremen,3,1,H,14,9,6,19,15,7,W,W,W,D,D,W,8,-10,18,8,8
71,2016-10-23,Schalke 04,Mainz,3,0,H,10,10,9,11,7,10,D,W,W,D,L,L,1,-1,2,-3,8
72,2016-10-28,M'gladbach,Ein Frankfurt,0,0,D,9,13,9,7,12,15,L,W,D,D,L,L,0,6,-6,-3,9
73,2016-10-29,Augsburg,Bayern Munich,1,3,A,6,21,13,5,5,20,L,W,D,D,L,D,-7,16,-23,-15,9
74,2016-10-29,Darmstadt,RB Leipzig,0,2,A,7,16,17,6,5,18,W,W,L,W,D,W,-10,10,-20,-13,9
75,2016-10-29,Dortmund,Schalke 04,0,0,D,20,10,9,9,15,8,D,W,D,D,L,W,11,1,10,7,9
76,2016-10-29,Mainz,Ingolstadt,2,0,H,12,7,11,17,13,2,L,D,W,L,D,L,1,-10,11,11,9
77,2016-10-29,Werder Bremen,Freiburg,1,3,A,10,10,22,12,7,12,L,W,W,L,D,W,-12,-2,-10,-5,9
78,2016-10-29,Wolfsburg,Leverkusen,1,2,A,6,10,13,12,5,10,L,L,L,L,D,W,-7,-2,-5,-5,9
79,2016-10-30,FC Koln,Hamburg,3,0,H,16,1,6,15,17,2,L,L,W,D,D,L,10,-14,24,15,9
80,2016-10-30,Hoffenheim,Hertha,1,0,H,13,12,6,10,18,14,W,W,W,D,W,W,7,2,5,4,9
81,2016-11-04,Hertha,M'gladbach,3,0,H,15,9,10,12,17,12,L,D,W,L,D,D,5,-3,8,5,10
82,2016-11-05,Bayern Munich,Hoffenheim,1,1,D,22,14,6,7,21,19,W,W,W,W,D,W,16,7,9,2,10
83,2016-11-05,Ein Frankfurt,FC Koln,1,0,H,14,16,7,7,18,17,D,W,W,L,D,W,7,9,-2,1,10
84,2016-11-05,Freiburg,Wolfsburg,0,3,A,10,9,15,13,12,8,W,L,W,L,L,L,-5,-4,-1,4,10
85,2016-11-05,Hamburg,Dortmund,2,5,A,3,25,20,11,2,18,L,D,L,D,D,D,-17,14,-31,-16,10
86,2016-11-05,Ingolstadt,Augsburg,0,2,A,7,8,19,13,2,8,L,L,D,L,L,D,-12,-5,-7,-6,10
87,2016-11-05,Leverkusen,Darmstadt,3,2,H,13,9,14,20,13,5,W,L,L,W,L,L,-1,-11,10,8,10
88,2016-11-06,RB Leipzig,Mainz,3,1,H,19,13,7,14,21,13,W,W,W,L,W,W,12,-1,13,8,10
89,2016-11-06,Schalke 04,Werder Bremen,3,1,H,13,11,10,25,11,7,D,L,W,L,D,W,3,-14,17,4,10
90,2016-11-18,Leverkusen,RB Leipzig,2,3,A,15,22,17,9,13,24,W,W,W,W,L,W,-2,13,-15,-11,11
91,2016-11-19,Augsburg,Hertha,0,0,D,8,15,13,10,9,18,W,W,L,L,L,W,-5,5,-10,-9,11
92,2016-11-19,Darmstadt,Ingolstadt,0,1,A,9,8,21,19,5,5,L,L,L,L,W,D,-12,-11,-1,0,11
93,2016-11-19,Dortmund,Bayern Munich,1,0,H,26,22,11,7,21,21,W,D,D,W,D,W,15,15,0,0,11
94,2016-11-19,Mainz,Freiburg,4,2,H,17,12,16,19,16,12,L,L,W,W,L,W,1,-7,8,4,11
95,2016-11-19,M'gladbach,FC Koln,1,2,A,10,18,14,8,12,20,L,L,D,W,L,L,-4,10,-14,-8,11
96,2016-11-19,Wolfsburg,Schalke 04,0,1,A,9,14,14,10,8,14,W,W,L,D,L,W,-5,4,-9,-6,11
97,2016-11-20,Hoffenheim,Hamburg,2,2,D,16,5,9,22,20,3,D,L,W,L,W,L,7,-17,24,17,11
98,2016-11-20,Werder Bremen,Ein Frankfurt,1,2,A,12,16,27,8,7,21,L,W,L,D,L,W,-15,8,-23,-14,11
99,2016-11-25,Freiburg,RB Leipzig,1,4,A,13,26,23,10,12,27,L,W,L,W,W,W,-10,16,-26,-15,12
100,2016-11-26,Bayern Munich,Leverkusen,2,1,H,24,16,8,19,24,13,L,L,D,W,W,W,16,-3,19,11,12
101,2016-11-26,Ein Frankfurt,Dortmund,2,1,H,18,27,9,13,24,21,W,W,W,W,D,D,9,14,-5,3,12
102,2016-11-26,FC Koln,Augsburg,0,0,D,18,8,8,13,21,10,W,D,L,W,W,L,10,-5,15,11,12
103,2016-11-26,Hamburg,Werder Bremen,2,2,D,7,14,24,29,4,8,D,L,L,L,L,L,-17,-15,-2,-4,12
104,2016-11-26,Ingolstadt,Wolfsburg,1,1,D,9,10,20,15,6,9,W,L,L,W,L,L,-11,-5,-6,-3,12
105,2016-11-26,M'gladbach,Hoffenheim,1,1,D,11,17,15,10,13,21,L,D,L,D,D,W,-4,7,-11,-8,12
106,2016-11-27,Hertha,Mainz,2,1,H,17,18,11,18,21,16,D,W,W,L,L,W,6,0,6,5,12
107,2016-11-27,Schalke 04,Darmstadt,3,1,H,17,10,11,24,17,5,W,L,W,L,D,L,6,-14,20,12,12
108,2016-12-02,Mainz,Bayern Munich,1,3,A,19,27,21,9,16,27,L,W,W,L,L,D,-2,18,-20,-11,13
109,2016-12-03,Dortmund,M'gladbach,4,1,H,31,12,14,19,24,13,L,D,W,L,W,L,17,-7,24,11,13
110,2016-12-03,Hoffenheim,FC Koln,4,0,H,21,18,10,12,24,21,D,D,D,W,D,L,11,6,5,3,13
111,2016-12-03,Leverkusen,Freiburg,1,1,D,17,14,20,24,14,13,L,L,L,L,W,L,-3,-10,7,1,13
112,2016-12-03,RB Leipzig,Schalke 04,2,1,H,28,18,11,13,30,17,W,W,W,W,W,W,17,5,12,13,13
113,2016-12-03,Werder Bremen,Ingolstadt,2,1,H,16,10,30,22,11,6,D,D,L,W,L,L,-14,-12,-2,5,13
114,2016-12-03,Wolfsburg,Hertha,2,3,A,12,20,18,13,9,24,D,W,L,D,W,W,-6,7,-13,-15,13
115,2016-12-04,Augsburg,Ein Frankfurt,1,1,D,9,19,14,10,11,25,D,W,D,W,W,W,-5,9,-14,-14,13
116,2016-12-04,Darmstadt,Hamburg,0,2,A,10,9,26,24,5,7,L,D,L,D,L,L,-16,-15,-1,-2,13
117,2016-12-09,Ein Frankfurt,Hoffenheim,0,0,D,19,21,10,10,26,25,D,W,W,D,W,D,9,11,-2,1,14
118,2016-12-10,Bayern Munich,Wolfsburg,5,0,H,32,12,9,23,30,9,W,L,W,D,L,L,23,-11,34,21,14
119,2016-12-10,FC Koln,Dortmund,1,1,D,19,32,13,15,22,25,L,W,D,L,W,W,6,17,-11,-3,14
120,2016-12-10,Freiburg,Darmstadt,1,0,H,15,10,24,27,16,5,D,L,L,L,L,L,-9,-17,8,11,14
121,2016-12-10,Hamburg,Augsburg,1,0,H,10,9,24,15,10,11,W,D,D,D,D,D,-14,-6,-8,-1,14
122,2016-12-10,Hertha,Werder Bremen,0,1,A,20,17,14,30,24,14,W,W,W,D,D,L,6,-13,19,10,14
123,2016-12-10,Ingolstadt,RB Leipzig,1,0,H,11,28,22,12,9,30,L,W,D,W,W,W,-11,16,-27,-21,14
124,2016-12-11,M'gladbach,Mainz,1,0,H,13,19,19,22,16,16,L,L,D,L,L,W,-6,-3,-3,0,14
125,2016-12-11,Schalke 04,Leverkusen,0,1,A,18,18,14,20,17,17,L,D,W,L,W,L,4,-2,6,0,14
126,2016-12-16,Hoffenheim,Dortmund,2,2,D,23,34,12,17,26,26,D,D,W,W,D,L,11,17,-6,0,15
127,2016-12-17,Augsburg,M'gladbach,1,0,H,10,13,15,20,14,16,L,W,D,L,D,D,-5,-7,2,-2,15
128,2016-12-17,Mainz,Hamburg,3,1,H,22,11,23,27,19,10,L,W,L,W,L,D,-1,-16,15,9,15
129,2016-12-17,RB Leipzig,Hertha,2,0,H,30,20,12,16,33,24,L,L,W,W,W,W,18,4,14,9,15
130,2016-12-17,Schalke 04,Freiburg,1,1,D,19,16,15,25,18,17,L,W,L,D,W,L,4,-9,13,1,15
131,2016-12-17,Werder Bremen,FC Koln,1,1,D,18,20,31,14,15,23,W,D,W,L,D,D,-13,6,-19,-8,15
132,2016-12-17,Wolfsburg,Ein Frankfurt,1,0,H,13,19,23,11,12,26,L,D,L,D,D,W,-10,8,-18,-14,15
133,2016-12-18,Darmstadt,Bayern Munich,0,1,A,10,33,28,9,5,33,L,W,L,W,L,W,-18,24,-42,-28,15
134,2016-12-18,Leverkusen,Ingolstadt,1,2,A,19,13,22,23,17,12,W,W,D,L,L,D,-3,-10,7,5,15
135,2016-12-20,Dortmund,Augsburg,1,1,D,35,11,18,16,27,15,D,W,D,L,W,D,17,-5,22,12,16
136,2016-12-20,Ein Frankfurt,Mainz,3,0,H,22,22,11,26,29,19,L,W,D,L,D,L,11,-4,15,10,16
137,2016-12-20,Hamburg,Schalke 04,2,1,H,13,20,28,17,13,18,L,D,W,L,W,L,-15,3,-18,-5,16
138,2016-12-20,M'gladbach,Wolfsburg,1,2,A,14,15,22,24,16,15,L,W,W,L,L,L,-8,-9,1,1,16
139,2016-12-21,Bayern Munich,RB Leipzig,3,0,H,36,30,9,15,36,33,W,W,W,L,W,W,27,15,12,3,16
140,2016-12-21,FC Koln,Leverkusen,1,1,D,21,20,15,23,24,18,D,L,D,W,L,D,6,-3,9,6,16
141,2016-12-21,Hertha,Darmstadt,2,0,H,22,10,16,30,27,5,L,L,L,L,W,L,6,-20,26,22,16
142,2016-12-21,Hoffenheim,Werder Bremen,1,1,D,24,19,13,32,27,16,D,D,D,W,W,W,11,-13,24,11,16
143,2016-12-21,Ingolstadt,Freiburg,1,2,A,14,18,25,26,12,20,W,D,W,W,L,D,-11,-8,-3,-8,16
144,2017-01-20,Freiburg,Bayern Munich,1,2,A,19,38,28,10,20,39,W,W,D,W,W,W,-9,28,-37,-19,17
145,2017-01-21,Augsburg,Hoffenheim,0,2,A,11,26,18,13,15,30,D,D,W,D,L,D,-7,13,-20,-15,17
146,2017-01-21,Darmstadt,M'gladbach,0,0,D,10,14,30,22,6,17,L,L,L,L,L,W,-20,-8,-12,-11,17
147,2017-01-21,RB Leipzig,Ein Frankfurt,3,0,H,33,22,15,14,36,29,L,W,W,L,L,D,18,8,10,7,17
148,2017-01-21,Schalke 04,Ingolstadt,1,0,H,21,14,17,26,21,12,L,L,D,W,L,W,4,-12,16,9,17
149,2017-01-21,Werder Bremen,Dortmund,1,2,A,20,37,34,19,16,30,D,D,D,D,W,D,-14,18,-32,-14,17
150,2017-01-21,Wolfsburg,Hamburg,1,0,H,16,13,24,29,18,13,W,W,W,L,L,W,-8,-16,8,5,17
151,2017-01-22,Leverkusen,Hertha,3,1,H,23,23,24,19,21,27,D,W,L,L,W,L,-1,4,-5,-6,17
152,2017-01-22,Mainz,FC Koln,0,0,D,22,21,26,15,20,25,L,D,W,D,L,D,-4,6,-10,-5,17
153,2017-01-27,Schalke 04,Ein Frankfurt,0,1,A,21,23,18,14,21,32,W,L,L,W,D,L,3,9,-6,-11,18
154,2017-01-28,Darmstadt,FC Koln,1,6,A,11,27,36,16,6,28,D,D,L,D,L,D,-25,11,-36,-22,18
155,2017-01-28,Ingolstadt,Hamburg,3,1,H,17,14,27,32,15,13,L,L,L,W,W,L,-10,-18,8,2,18
156,2017-01-28,Leverkusen,M'gladbach,2,3,A,25,17,27,24,21,20,W,D,D,L,L,L,-2,-7,5,1,18
157,2017-01-28,RB Leipzig,Hoffenheim,2,1,H,35,27,16,15,39,30,W,W,L,D,W,D,19,12,7,9,18
158,2017-01-28,Werder Bremen,Bayern Munich,1,2,A,21,40,36,11,16,42,L,W,D,W,D,W,-15,29,-44,-26,18
159,2017-01-28,Wolfsburg,Augsburg,1,2,A,17,13,26,19,18,18,W,L,W,D,W,W,-9,-6,-3,0,18
160,2017-01-29,Freiburg,Hertha,2,1,H,21,24,29,21,23,27,L,L,W,W,D,L,-8,3,-11,-4,18
161,2017-01-29,Mainz,Dortmund,1,1,D,23,38,27,20,21,31,D,W,L,D,W,D,-4,18,-22,-10,18
162,2017-02-03,Hamburg,Leverkusen,1,0,H,15,25,32,28,16,21,L,L,L,W,W,D,-17,-3,-14,-5,19
163,2017-02-04,Bayern Munich,Schalke 04,1,1,D,41,22,12,19,43,22,W,L,W,W,W,L,29,3,26,21,19
164,2017-02-04,Dortmund,RB Leipzig,1,0,H,39,35,20,17,34,39,D,W,W,W,D,L,19,18,1,-5,19
165,2017-02-04,FC Koln,Wolfsburg,1,0,H,28,17,16,27,31,18,W,L,D,W,D,W,12,-10,22,13,19
166,2017-02-04,Hertha,Ingolstadt,1,0,H,25,17,21,28,30,15,L,W,L,L,W,L,4,-11,15,15,19
167,2017-02-04,Hoffenheim,Mainz,4,0,H,31,23,15,31,33,21,L,D,W,D,D,L,16,-8,24,12,19
168,2017-02-04,M'gladbach,Freiburg,3,0,H,20,21,24,32,23,23,W,W,D,L,L,W,-4,-11,7,0,19
169,2017-02-05,Augsburg,Werder Bremen,3,2,H,16,23,21,39,21,16,W,L,L,L,D,D,-5,-16,11,5,19
170,2017-02-05,Ein Frankfurt,Darmstadt,2,0,H,25,11,14,38,35,6,W,L,L,D,W,L,11,-27,38,29,19
171,2017-02-10,Mainz,Augsburg,2,0,H,25,16,31,23,24,21,L,W,D,W,D,L,-6,-7,1,3,20
172,2017-02-11,Darmstadt,Dortmund,2,1,H,13,40,39,22,9,34,L,W,L,D,D,W,-26,18,-44,-25,20
173,2017-02-11,Ingolstadt,Bayern Munich,0,2,A,17,43,30,12,15,46,L,D,W,W,L,W,-13,31,-44,-31,20
174,2017-02-11,Leverkusen,Ein Frankfurt,3,0,H,28,25,28,17,24,35,L,W,L,W,W,L,0,8,-8,-11,20
175,2017-02-11,RB Leipzig,Hamburg,0,3,A,35,18,20,32,39,19,L,W,W,L,W,L,15,-14,29,20,20
176,2017-02-11,Schalke 04,Hertha,2,0,H,24,25,19,23,25,30,D,W,L,L,W,L,5,2,3,-5,20
177,2017-02-11,Werder Bremen,M'gladbach,0,1,A,23,21,40,24,16,26,L,W,L,W,L,D,-17,-3,-14,-10,20
178,2017-02-12,Freiburg,FC Koln,2,1,H,23,29,33,18,26,31,L,W,W,W,L,D,-10,11,-21,-5,20
179,2017-02-12,Wolfsburg,Hoffenheim,2,1,H,19,32,28,17,21,33,L,W,L,L,W,W,-9,15,-24,-12,20
180,2017-02-17,Augsburg,Leverkusen,1,3,A,17,31,26,29,21,27,L,W,W,L,W,L,-9,2,-11,-6,21
181,2017-02-18,Dortmund,Wolfsburg,3,0,H,43,19,22,31,37,21,L,W,W,L,D,L,21,-12,33,16,21
182,2017-02-18,Ein Frankfurt,Ingolstadt,0,2,A,25,19,19,30,35,18,L,L,W,L,W,W,6,-11,17,17,21
183,2017-02-18,Hamburg,Freiburg,2,2,D,20,25,34,35,20,27,W,W,W,L,L,W,-14,-10,-4,-7,21
184,2017-02-18,Hertha,Bayern Munich,1,1,D,26,44,24,13,31,47,L,W,W,D,L,W,2,31,-29,-16,21
185,2017-02-18,Hoffenheim,Darmstadt,2,0,H,34,13,17,41,36,9,L,W,W,L,L,L,17,-28,45,27,21
186,2017-02-18,Mainz,Werder Bremen,0,2,A,25,25,33,40,24,19,W,L,L,L,D,L,-8,-15,7,5,21
187,2017-02-19,FC Koln,Schalke 04,1,1,D,30,25,19,20,32,26,L,W,W,D,W,L,11,5,6,6,21
188,2017-02-19,M'gladbach,RB Leipzig,1,2,A,22,37,26,21,26,42,W,L,W,L,W,W,-4,16,-20,-16,21
189,2017-02-24,Wolfsburg,Werder Bremen,1,2,A,1,2,33,41,21,22,L,W,W,L,L,L,-32,-39,7,-1,22
190,2017-02-25,Bayern Munich,Hamburg,8,0,H,8,0,13,42,50,20,D,D,W,W,D,W,-5,-42,37,30,22
191,2017-02-25,Darmstadt,Augsburg,1,2,A,1,2,43,27,9,24,L,L,W,L,L,W,-42,-25,-17,-15,22
192,2017-02-25,Freiburg,Dortmund,0,3,A,0,3,38,22,27,40,D,W,W,L,L,W,-38,-19,-19,-13,22
193,2017-02-25,Hertha,Ein Frankfurt,2,0,H,2,0,24,21,34,35,D,L,L,L,W,W,-22,-21,-1,-1,22
194,2017-02-25,Leverkusen,Mainz,0,2,A,0,2,31,33,27,27,W,L,W,W,L,L,-31,-31,0,0,22
195,2017-02-25,RB Leipzig,FC Koln,3,1,H,3,1,22,22,45,32,W,D,L,L,L,W,-19,-21,2,13,22
196,2017-02-26,Ingolstadt,M'gladbach,0,2,A,0,2,32,26,18,29,W,L,L,W,L,W,-32,-24,-8,-11,22
197,2017-02-26,Schalke 04,Hoffenheim,1,1,D,1,1,21,18,27,37,D,W,W,L,D,W,-20,-17,-3,-10,22
198,2017-03-03,Augsburg,RB Leipzig,2,2,D,2,2,29,24,25,46,W,W,L,W,L,L,-27,-22,-5,-21,23
199,2017-03-04,Dortmund,Leverkusen,6,2,H,6,2,24,37,43,27,W,L,W,W,L,W,-18,-35,17,16,23
200,2017-03-04,FC Koln,Bayern Munich,0,3,A,0,3,25,13,32,53,L,W,D,D,L,W,-25,-10,-15,-21,23
201,2017-03-04,Hoffenheim,Ingolstadt,5,2,H,5,2,20,37,40,18,D,L,W,W,L,L,-15,-35,20,22,23
202,2017-03-04,Mainz,Wolfsburg,1,1,D,1,1,34,34,28,22,W,L,L,L,W,W,-33,-33,0,6,23
203,2017-03-04,M'gladbach,Schalke 04,4,2,H,4,2,28,25,32,27,W,D,L,D,W,W,-24,-23,-1,5,23
204,2017-03-04,Werder Bremen,Darmstadt,2,0,H,2,0,41,45,25,9,W,L,W,L,L,W,-39,-45,6,16,23
205,2017-03-05,Ein Frankfurt,Freiburg,1,2,A,1,2,23,39,35,30,L,L,L,D,L,W,-22,-37,15,5,23
206,2017-03-05,Hamburg,Hertha,1,0,H,1,0,42,25,23,34,L,W,D,D,W,L,-41,-25,-16,-11,23
207,2017-03-10,Leverkusen,Werder Bremen,1,1,D,1,1,38,42,28,26,L,W,L,W,W,W,-37,-41,4,2,24
208,2017-03-11,Bayern Munich,Ein Frankfurt,3,0,H,3,0,13,26,56,35,W,L,W,L,D,L,-10,-26,16,21,24
209,2017-03-11,Darmstadt,Mainz,2,1,H,2,1,46,36,12,28,L,D,L,W,L,L,-44,-35,-9,-16,24
210,2017-03-11,Freiburg,Hoffenheim,1,1,D,1,1,40,21,31,41,W,W,L,D,D,W,-39,-20,-19,-10,24
211,2017-03-11,Hertha,Dortmund,2,1,H,2,1,26,26,37,43,L,W,W,W,D,W,-24,-25,1,-6,24
212,2017-03-11,Ingolstadt,FC Koln,2,2,D,2,2,39,27,19,33,L,L,L,L,W,D,-37,-25,-12,-14,24
